title,platform,genre,metascore,userscore,rating,developer
Yaiba: Ninja Gaiden Z,PC,Action Adventure,49,6.0,M,Spark Unlimited
Yar's Revenge,PC,Action,56,tbd,E10+,Killspace Entertainment
Yatagarasu: Attack on Cataclysm,PC,Action,73,5.0,,PDW: Hotapen
Year Walk,PC,Miscellaneous,87,7.0,,Simogo
Yesterday,PC,Adventure,65,6.6,,Pendulo Studios
Yet Another Zombie Defense,PC,Action,No score yet,7.0,,AwesomeGamesStudio
Yomawari: Night Alone,PC,Adventure,No score yet,8.4,,Nippon Ichi Software
Yomi,PC,Strategy,No score yet,6.3,,Sirlin Games
Yosumin!,PC,Miscellaneous,No score yet,7.0,E,Square Enix
You Are Empty,PC,Action,34,5.4,M,Digital Spray Studios
You Don't Know Jack (2011),PC,Miscellaneous,71,6.0,T,Jellyvision
You Don't Know Jack 6: The Lost Gold,PC,Miscellaneous,67,6.1,,Jellyvision
You Don't Know Jack: 5th Dementia,PC,Miscellaneous,77,8.0,T,Jellyvision
You Have to Win the Game,PC,Action,No score yet,7.2,,Pirate Hearts
You Must Build A Boat,PC,Action,71,7.7,,EightyEight Games
Young Justice: Legacy,PC,Action,No score yet,4.7,T,Freedom Factory Studios
Your Doodles Are Bugged!,PC,Miscellaneous,69,5.6,,Spyn Doctor
Ys I & II Chronicles,PC,Role-Playing,No score yet,7.1,T,Falcom
Ys Origin,PC,Role-Playing,76,8.7,,Falcom
Ys VI: The Ark of Napishtim,PC,Role-Playing,76,7.8,,Falcom
Ys: The Oath in Felghana,PC,Role-Playing,73,8.0,,Falcom
Yu-Gi-Oh! Online,PC,Miscellaneous,60,5.8,E,Konami
Yu-Gi-Oh! Power of Chaos: Joey the Passion,PC,Miscellaneous,No score yet,6.8,E,Konami
Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,PC,Miscellaneous,No score yet,7.7,E,KCEJ
Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,PC,Strategy,52,5.9,E,Konami
